"first_name","Sex"
"Ajnidzhihan","f"
"Ajniziba","f"
"Ajnikamal","f"
"Ajninisa","f"
"Ajninur","f"
"Ajnisafa","f"
"Ajno","f"
"Ajnoa","f"
"Ajnsli","f"
"Ajntre","f"
"Ajntri","f"
"Ajnurija","f"
"Ajolla","f"
"Ajperi","f"
"Ajris","f"
"Ajsaule","f"
"Ajsvar'ja","f"
"Ajsel","f"
"Ajsela","f"
"Ajsi","f"
"Ajsidora","f"
"Ajsina","f"
"Ajslinn","f"
"Ajsora","f"
"Ajsu","f"
"Ajsun","f"
"Ajsuu","f"
"Ajsylu","f"
"Ajtadzh","f"
"Ajtalina","f"
"Ajtana","f"
"Ajtekin","f"
"Ajten","f"
"Ajtoldy","f"
"Ajurek","f"
"Ajchachak","f"
"Ajchibar","f"
"Ajchin","f"
"Ajchira","f"
"Ajchurek","f"
"Ajshagul'","f"
"Ajshajym","f"
"Ajshan","f"
"Ajshvarija","f"
"Ajshoola","f"
"Ajym","f"
"Ajymbibi","f"
"Ajymbike","f"
"Ajjan","f"
"Akada","f"
"Akajsha","f"
"Akako","f"
"Akala","f"
"Akaltyn","f"
"Akane","f"
"Akanta","f"
"Akacija","f"
"Akbanu","f"
"Akbajan","f"
"Akbermet","f"
"Akbibi","f"
"Akbika","f"
"Akbike","f"
"Akbiljak","f"
"Akbope","f"
"Akva","f"
"Akvat","f"
"Akgulim","f"
"Akdasa","f"
"Akemi","f"
"Akzhamal","f"
"Akzhana","f"
"Akzer","f"
"Akzera","f"
"Akzere","f"
"Aki","f"
"Akiba","f"
"Akiva","f"
"Akida","f"
"Akiila","f"
"Akila","f"
"Akil'aj","f"
"Akindina","f"
"Akira","f"
"Akkalija","f"
"Akkosh","f"
"Akkush","f"
"Akkyz","f"
"Aklimja","f"
"Akmandaj","f"
"Akmonshak","f"
"Akpacha","f"
"Akra","f"
"Akram","f"
"Akrama","f"
"Akrambanu","f"
"Akrambika","f"
"Akrozija","f"
"Aksarija","f"
"Aksaule","f"
"Akseleu","f"
"Aksefonija","f"
"Aksulu","f"
"Aksyl","f"
"Aksylu","f"
"Aktlek","f"
"Aktolkyn","f"
"Aktolym","f"
"Aktoty","f"
"Akuta","f"
"Akfeja","f"
"Akcha","f"
"Akchaj","f"
"Akchakak","f"
"Akchan","f"
"Akchach","f"
"Akchachak","f"
"Akchechek","f"
"Aksha","f"
"Akshara","f"
"Aksholpan","f"
"Akyjkat","f"
"Akyl","f"
"Akyla","f"
"Akylzhan","f"
"Akjuldiz","f"
"Akjulina","f"
"Ala","f"
"Alagjoz","f"
"Alajgra","f"
"Alajna","f"
"Alajni","f"
"Alala","f"
"Alandora","f"
"Alandra","f"
"Alanis","f"
"Alanija","f"
"Alason","f"
"Alastrina","f"
"Alateja","f"
"Alba","f"
"Albena","f"
"Albeni","f"
"Albike","f"
"Albus","f"
"Alvada","f"
"Alvana","f"
"Alvard","f"
"Algebrina","f"
"Algija","f"
"Algul","f"
"Algul'","f"
"Alda","f"
"Aldakija","f"
"Aldzhazira","f"
"Alevtija","f"
"Alegra","f"
"Alezandra","f"
"Alejna","f"
"Aleka","f"
"Aleksakaj","f"
"Aleksis","f"
"Aleksus","f"
"Alene","f"
"Alessa","f"
"Alessandra","f"
"Alessija","f"
"Aleta","f"
"Alefija","f"
"Alehanda","f"
"Alehandrija","f"
"Alehaundro","f"
"Alehija","f"
"Aljonka","f"
"Aljonushka","f"
"Alzamija","f"
"Alzbet","f"
"Alzena","f"
"Alia","f"
"Alianet","f"
"Aligra","f"
"Alienora","f"
"Alijja","f"
"Aliko","f"
"Aliks","f"
"Alinara","f"
"Alinachka","f"
"Alinochka","f"
"Alis","f"
"Alisava","f"
"Alisandra","f"
"Alisian","f"
"Alisije","f"
"Alison","f"
"Alissandra","f"
"Alissi","f"
"Alihandra","f"
"Alihandrija","f"
"Alishka","f"
"Alka","f"
"Alkagul'","f"
"Allagra","f"
"Allana","f"
"Allanija","f"
"Allanna","f"
"Allat","f"
"Allegra","f"
"Alles","f"
"Allesandra","f"
"Alli","f"
"Allisija","f"
"Allison","f"
"Allura","f"
"Alljur","f"
"Almagul","f"
"Almazhan","f"
"Almas","f"
"Almasa","f"
"Almast","f"
"Almita","f"
"Alodi","f"
"Alojsi","f"
"Alora","f"
"Aloha","f"
"Alpana","f"
"Alsina","f"
"Alsushka","f"
"Altaana","f"
"Altan","f"
"Alte","f"
"Altinaj","f"
"Altija","f"
"Altnaj","f"
"Altusha","f"
"Altyn","f"
"Altynbasak","f"
"Altynbika","f"
"Altynbike","f"
"Altynkun","f"
"Altynchach","f"
"Altyn'gul'","f"
"Altyn'gjul'","f"
"Aluash","f"
"Aluetta","f"
"Alfinur","f"
"Alcina","f"
"Alchachak","f"
"Alchira","f"
"Alysha","f"
"Al'ba","f"
"Al'bana","f"
"Al'bertine","f"
"Al'binka","f"
"Al'bus","f"
"Al'verna","f"
"Al'vernis","f"
"Al'gita","f"
"Al'dzhazira","f"
"Al'dora","f"
"Al'zhebetta","f"
"Al'zara","f"
"Al'maz","f"
"Al'mita","f"
"Al'pa","f"
"Al'ston","f"
"Al'tagrasija","f"
"Al'teja","f"
"Al'fard","f"
"Al'finaz","f"
"Al'finur","f"
"Al'firuz","f"
"Al'fonis","f"
"Al'fri","f"
"Al'fruza","f"
"Aljenje","f"
"Aljura","f"
"Aljusa","f"
"Aljaksandra","f"
"Aljast","f"
"Amabe","f"
"Amabell'","f"
"Amabel'","f"
"Amadi","f"
"Amadis","f"
"Amadija","f"
"Amazonka","f"
"Amal","f"
"Amalina","f"
"Amalur","f"
"Amal'ja","f"
"Aman","f"
"Amana","f"
"Amanaj","f"
"Amand","f"
"Amandi","f"
"Amanslu","f"
"Amarillis","f"
"Amarillo","f"
"Amaris","f"
"Amaro","f"
"Amat","f"
"Amata","f"
"Amatora","f"
"Amatrona","f"
"Amafa","f"
"Amaja","f"
"Ambar","f"
"Ambara","f"
"Ambarin","f"
"Amber","f"
"Amberkalaj","f"
"Amberlin","f"
"Ambi","f"
"Ambori","f"
"Ambosa","f"
"Ambra","f"
"Ambreli","f"
"Ambro","f"
"Ambroseti","f"
"Ambrosetti","f"
"Ambrosija","f"
"Amdzhad","f"
"Amelina","f"
"Amene","f"
"Amenonija","f"
"Amera","f"
"Ameri","f"
"Amerika","f"
"Amest","f"
"Ametist","f"
"Ami","f"
"Amiga","f"
"Amika","f"
"Amikaj","f"
"Amilin","f"
"Amilinn","f"
"Amilka","f"
"Amiranda","f"
"Amirka","f"
"Amisa","f"
"Amisi","f"
"Amissa","f"
"Amiti","f"
"Amisha","f"
"Amlika","f"
"Ammara","f"
"Amor","f"
"Amora","f"
"Amorelli","f"
"Amoreta","f"
"Amoretta","f"
"Amori","f"
"Amorita","f"
"Amparo","f"
"Amrita","f"
"Ams","f"
"Amtara","f"
"Amulanga","f"
"Amura","f"
"Amfeja","f"
"Anabella","f"
"Anabril","f"
"Anadil","f"
"Anaid","f"
"Anakela","f"
"Anala","f"
"Analin","f"
"Analinn","f"
"Analisa","f"
"Analisi","f"
"Analisija","f"
"Anamari","f"
"Anargul","f"
"Anasa","f"
"Anastaja","f"
"Anastejsha","f"
"Anasy","f"
"Anat","f"
"Anahanym","f"
"Anahit","f"
"Anajansi","f"
"Anvarbanu","f"
"Anvarbika","f"
"Anven","f"
"Anveja","f"
"Anvil'","f"
"Angamja","f"
"Ange","f"
"Angel","f"
"Angelita","f"
"Angi","f"
"Angiza","f"
"Angin","f"
"Angrboda","f"
"Andaza","f"
"Andala","f"
"Andalib","f"
"Andarija","f"
"Andasa","f"
"Andzhum","f"
"Andzhuman","f"
"Andorra","f"
"Andre","f"
"Andrenna","f"
"Andromeda","f"
"Andropelageja","f"
"Anduza","f"
"Anek","f"
"Aneko","f"
"Anelik","f"
"Anemona","f"
"Anemone","f"
"Anechka","f"
"Anech'ka","f"
"Anesha","f"
"Aneshka","f"
"Anjola","f"
"Anzhali","f"
"Anzhamija","f"
"Anzhel","f"
"Anzheline","f"
"Anzhilett","f"
"Anzhu","f"
"Anzhuda","f"
"Anzhjelija","f"
"Anzifa","f"
"Anzu","f"
"Anzurat","f"
"Anik","f"
"Anikke","f"
"Anima","f"
"Animaida","f"
"Anipa","f"
"Anis","f"
"Anisahon","f"
"Aniseta","f"
"Anissa","f"
"Anist","f"
"Anitta","f"
"Anki","f"
"Anko","f"
"Anmari","f"
"Ann","f"
"Annabel'","f"
"Annairis","f"
"Annait","f"
"Anneka","f"
"Annella","f"
"Annemarija","f"
"Annette","f"
"Annzhe","f"
"Anni","f"
"Annikki","f"
"Annis","f"
"Annman","f"
"Annmari","f"
"Annona","f"
"Annora","f"
"Annura","f"
"Anona","f"
"Anonsija","f"
"Anoncija","f"
"Anpija","f"
"Ansam","f"
"Ansarija","f"
"Ansafa","f"
"Ansli","f"
"Anstis","f"
"Antaram","f"
"Antigona","f"
"Antigua","f"
"Antik","f"
"Antikvora","f"
"Antimona","f"
"Antonela","f"
"Anujsh","f"
"Anulik","f"
"Anulina","f"
"Anushik","f"
"Anfal'","f"
"Anfasa","f"
"Anfuza","f"
"Anhen","f"
"Ancija","f"
"Ancje","f"
"Anshant","f"
"Anshun","f"
"An'ela","f"
"An'es","f"
"An'juk","f"
"Apaj","f"
"Aparina","f"
"Apipa","f"
"Appak","f"
"Apraksa","f"
"Apraksenija","f"
"Aprakseja","f"
"Apraksin'ja","f"
"Apsuana","f"
"Ara","f"
"Arabela","f"
"Arabeska","f"
"Arabija","f"
"Arailija","f"
"Araj","f"
"Arajlym","f"
"Araminta","f"
"Arani","f"
"Aranija","f"
"Araseli","f"
"Arasi","f"
"Arati","f"
"Arafa","f"
"Arashi","f"
"Arbelina","f"
"Arbra","f"
"Arva","f"
"Argelira","f"
"Argenteja","f"
"Argosi","f"
"Argus","f"
"Ardana","f"
"Ardat","f"
"Ardele","f"
"Ardell","f"
"Arden","f"
"Ardzhumand","f"
"Ardzhuna","f"
"Ardi","f"
"Ardiana","f"
"Ardis","f"
"Arevgat","f"
"Arevik","f"
"Arejka","f"
"Areka","f"
"Arela","f"
"Arelie","f"
"Arella","f"
"Aren","f"
"Aretusa","f"
"Arzangjul'","f"
"Arzo","f"
"Arzubika","f"
"Arzum","f"
"Arzy","f"
"Arianne","f"
"Ariba","f"
"Aridata","f"
"Aridzh","f"
"Ariel","f"
"Arietta","f"
"Arize","f"
"Arizona","f"
"Ariperi","f"
"Aris","f"
"Ariska","f"
"Arissa","f"
"Aristaf","f"
"Aristeli","f"
"Arisu","f"
"Arisha","f"
"Arja","f"
"Arketa","f"
"Arkija","f"
"Arlekina","f"
"Arlett","f"
"Arli","f"
"Arlin","f"
"Armaveni","f"
"Armagan","f"
"Armada","f"
"Armani","f"
"Armanush","f"
"Armata","f"
"Armila","f"
"Armilla","f"
"Armin","f"
"Armine","f"
"Arminija","f"
"Arminui","f"
"Arnavaz","f"
"Arnagul'","f"
"Arnella","f"
"Arneti","f"
"Arosel","f"
"Arosta","f"
"Aroja","f"
"Arpenik","f"
"Arpi","f"
"Arpig","f"
"Arpik","f"
"Arpinje","f"
"Arrianrod","f"
"Arselius","f"
"Arselija","f"
"Arsina","f"
"Artaka","f"
"Artlis","f"
"Artris","f"
"Aruaj","f"
"Aruana","f"
"Aruba","f"
"Arubika","f"
"Aruzhan","f"
"Arus'","f"
"Arusjak","f"
"Arhelija","f"
"Arcui","f"
"Arshagul'","f"
"Arjuna","f"
"Asabi","f"
"Asadija","f"
"Asal","f"
"Asami","f"
"Asar","f"
"Asvina","f"
"Asgada","f"
"Asgadzhamal","f"
"Asgadija","f"
"Aseg","f"
"Asek","f"
"Asela","f"
"Aselli","f"
"Asema","f"
"Asemaj","f"
"Asemgul'","f"
"Asia","f"
"Asil","f"
"Asilija","f"
"Asira","f"
"Asifa","f"
"Asijana","f"
"Asklipiada","f"
"Asklipiodota","f"
"Asli","f"
"Aslizhan","f"
"Aslija","f"
"Asmabanu","f"
"Asmagjul'","f"
"Asmaj","f"
"Asmanur","f"
"Asmar","f"
"Asmati","f"
"Asmaja","f"
"Asmira","f"
"Asol'","f"
"Asp","f"
"Aspasija","f"
"Aspen","f"
"Aspram","f"
"Asra","f"
"Asrarija","f"
"Assusena","f"
"Astarta","f"
"Astgik","f"
"Astera","f"
"Astefija","f"
"Astlik","f"
"Astrela","f"
"Astrid","f"
"Asthik","f"
"Asuanna","f"
"Asuka","f"
"Asunta","f"
"Asusena","f"
"Asfeja","f"
"Asfira","f"
"Ashada","f"
"Ashapbanu","f"
"Ashija","f"
"Asylbike","f"
"Asylbubu","f"
"Asylgul","f"
"Asylnaz","f"
"Asyltan","f"
"Asyltash","f"
"Asyra","f"
"Atalanta","f"
"Atanasija","f"
"Atara","f"
"Ateri","f"
"Atija","f"
"Atikteja","f"
"Atina","f"
"Atirgul'","f"
"Atifa","f"
"Atija","f"
"Atnasylu","f"
"Atrasha","f"
"Attrigena","f"
"Attrizhena","f"
"Attrizhina","f"
"Atun","f"
"Atur","f"
"Aturina","f"
"Aturija","f"
"Atufa","f"
"Aubina","f"
"Auburni","f"
"Auva","f"
"Audi","f"
"Audri","f"
"Auzha","f"
"Auzaha","f"
"Auladija","f"
"Aulikki","f"
"Aune","f"
"Aunona","f"
"Aunje","f"
"Aur","f"
"Auriol","f"
"Aurisa","f"
"Aurisija","f"
"Aurum","f"
"Ausaf","f"
"Austen","f"
"Austi","f"
"Austina","f"
"Autra","f"
"Autumn","f"
"Afag","f"
"Afak","f"
"Afalija","f"
"Afarida","f"
"Afarin","f"
"Afaf","f"
"Afdalija","f"
"Afelina","f"
"Afelija","f"
"Aferda","f"
"Afeta","f"
"Afzalija","f"
"Afi","f"
"Afija","f"
"Afini","f"
"Afkar","f"
"Afkarija","f"
"Afradita","f"
"Afrah","f"
"Afrida","f"
"Afrika","f"
"Afruz","f"
"Afruza","f"
"Afsar","f"
"Aftab","f"
"Affa","f"
"Affi","f"
"Afshona","f"
"Af'ja","f"
"Ahavni","f"
"Ahak","f"
"Ahang","f"
"Ahd","f"
"Ahdaf","f"
"Ahim'ja","f"
"Ahira","f"
"Ahlija","f"
"Ahmadija","f"
"Ahmadija","f"
"Ahsana","f"
"Ahtar","f"
"Ahtarija","f"
"Ahter","f"
"Ahu","f"
"Ahunda","f"
"Acmik","f"
"Acuko","f"
"Achel'ja","f"
"Achilgul","f"
"Ashan","f"
"Ashandra","f"
"Ashanti","f"
"Ashantjej","f"
"Ashvak","f"
"Ashera","f"
"Ashija","f"
"Ashika","f"
"Ashli","f"
"Ashraf","f"
"Ashti","f"
"Ashub","f"
"Ashurina","f"
"Ashharui","f"
"Ajejlia","f"
"Ajemjelja","f"
"Ajerijel'","f"
"Ajagoz","f"
"Ajazhan","f"
"Ajaka","f"
"Ajala","f"
"Ajame","f"
"Ajamje","f"
"Ajanna","f"
"Ajara","f"
"Bab","f"
"Babara","f"
"Babbi","f"
"Babe","f"
"Babette","f"
"Babianni","f"
"Babina","f"
"Babiti","f"
"Babitti","f"
"Bables","f"
"Babs","f"
"Babura","f"
"Babuca","f"
"Bavakan","f"
"Baval'","f"
"Bagama","f"
"Bagdagul","f"
"Bagdagjul","f"
"Bagdanur","f"
"Bagdahanum","f"
"Bagida","f"
"Bagila","f"
"Bagul'","f"
"Badai","f"
"Badal","f"
"Badam","f"
"Badan","f"
"Badar","f"
"Bader","f"
"Baderhajat","f"
"Badeha","f"
"Badzhi","f"
"Badzhila","f"
"Badia","f"
"Badiga","f"
"Badisabah","f"
"Badiha","f"
"Badr","f"
"Bazhena","f"
"Bazar","f"
"Bazarajym","f"
"Bazzi","f"
"Bazi","f"
"Bazila","f"
"Baina","f"
"Baj","f"
"Bajben","f"
"Bajbika","f"
"Bajgala","f"
"Bajgum","f"
"Bajda","f"
"Bajzo","f"
"Bajla","f"
"Bajo","f"
"Bajonni","f"
"Bajram","f"
"Bajramgul","f"
"Bajrona","f"
"Bajrta","f"
"Bajsari","f"
"Baka","f"
"Bakiza","f"
"Bakizat","f"
"Bakira","f"
"Baktygul","f"
"Bakula","f"
"Bakura","f"
"Bal","f"
"Balaru","f"
"Balbika","f"
"Balbina","f"
"Balganym","f"
"Balgul'","f"
"Balgyz","f"
"Baldzha","f"
"Baldyrgan","f"
"Balzija","f"
"Bali","f"
"Baliga","f"
"Balik","f"
"Balija","f"
"Balkysh","f"
"Ballina","f"
"Balma","f"
"Balnur","f"
"Balu","f"
"Balhija","f"
"Balsheker","f"
"Balshuak","f"
"Balyk","f"
"Balym","f"
"Bambi","f"
"Bambino","f"
"Banan","f"
"Banat","f"
"Banafsadzh","f"
"Banafshe","f"
"Bani","f"
"Banni","f"
"Banno","f"
"Bannu","f"
"Banovsha","f"
"Banu","f"
"Bao","f"
"Bappush","f"
"Baptista","f"
"Bar","f"
"Bara","f"
"Baraim","f"
"Baraka","f"
"Barakat","f"
"Baraket","f"
"Barb","f"
"Barbale","f"
"Barbarella","f"
"Barberi","f"
"Barbi","f"
"Barbika","f"
"Barbo","f"
"Barbota","f"
"Barbra","f"
"Barbro","f"
"Barbs","f"
"Bargigul","f"
"Barda","f"
"Baret","f"
"Baria","f"
"Barika","f"
"Barikada","f"
"Barira","f"
"Barija","f"
"Barno","f"
"Barra","f"
"Barraka","f"
"Barri","f"
"Barrikada","f"
"Barron","f"
"Barselona","f"
"Barsi","f"
"Barsina","f"
"Barfi","f"
"Barchin","f"
"Barchinaj","f"
"Barchyn","f"
"Barchynaj","f"
"Barshyn","f"
"Basa","f"
"Basak","f"
"Basila","f"
"Basilisa","f"
"Basilija","f"
"Basima","f"
"Basira","f"
"Basija","f"
"Basmala","f"
"Bassa","f"
"Bassama","f"
"Bast","f"
"Basti","f"
"Bastinna","f"
"Bastiona","f"
"Bat","f"
"Batel'","f"
"Batil","f"
"Batima","f"
"Batista","f"
"Batija","f"
"Batma","f"
"Batter","f"
"Batul'","f"
"Batura","f"
"Batsheba","f"
"Batsheva","f"
"Batshira","f"
"Bat#ja","f"
"Bat'ja","f"
"Batja","f"
"Bafta","f"
"Baftazer","f"
"Baffi","f"
"Bahama","f"
"Bahar","f"
"Bahara","f"
"Bahare","f"
"Bahati","f"
"Bahdzha","f"
"Bahija","f"
"Bahira","f"
"Bahita","f"
"Bahija","f"
"Bahmal","f"
"Bahor","f"
"Bahr","f"
"Bahrija","f"
"Bahruz","f"
"Baht","f"
"Bahtiana","f"
"Bachi","f"
"Basha","f"
"Baja","f"
"Bajaz","f"
"Bajaza","f"
"Bajan","f"
"Bajana","f"
"Bajansulu","f"
"Bajarma","f"
"Bea","f"
"Beatriz","f"
"Beatriks","f"
"Beatricha","f"
"Bebe","f"
"Bev","f"
"Beverli","f"
"Bevina","f"
"Bevinn","f"
"Begajym","f"
"Begim","f"
"Begimaj","f"
"Bego","f"
"Beda","f"
"Bedelija","f"
"Bedislava","f"
"Bedulja","f"
"Bezgneva","f"
"Bezdruga","f"
"Bezek","f"
"Bejb","f"
"Bejba","f"
"Bejbi","f"
"Bejda","f"
"Bejza","f"
"Bejli","f"
"Bejlon","f"
"Bejn","f"
"Bejshekan","f"
"Beka","f"
"Bekendzh","f"
"Bekki","f"
"Bela","f"
"Belava","f"
"Belani","f"
"Belva","f"
"Belgika","f"
"Belgin","f"
"Beldzhika","f"
"Belem","f"
"Belen","f"
"Belika","f"
"Belimira","f"
"Belinad","f"
"Belinda","f"
"Belita","f"
"Belica","f"
"Belicija","f"
"Belija","f"
"Belka","f"
"Bell","f"
"Bellas","f"
"Belli","f"
"Bellina","f"
"Bellona","f"
"Bellochka","f"
"Beloslava","f"
"Belosnezha","f"
"Belocveta","f"
"Bel'va","f"
"Bel'chonok","f"
"Beljana","f"
"Beljanica","f"
"Bembi","f"
"Bena","f"
"Bendita","f"
"Benesija","f"
"Beniva","f"
"Beniz","f"
"Benita","f"
"Benni","f"
"Benning","f"
"Bente","f"
"Berget","f"
"Berdina","f"
"Bereginja","f"
"Bereza","f"
"Berjoza","f"
"Beri","f"
"Berika","f"
"Beril","f"
"Berimira","f"
"Berislava","f"
"Berit","f"
"Berki","f"
"Berkrui","f"
"Berlinn","f"
"Bernardina","f"
"Berne","f"
"Bernet","f"
"Bernett","f"
"Bernise","f"
"Berri","f"
"Bertti","f"
"Bes","f"
"Besputa","f"
"Bess","f"
"Bessi","f"
"Bestreva","f"
"Bet","f"
"Betani","f"
"Betann","f"
"Beti","f"
"Betina","f"
"Betka","f"
"Betris","f"
"Betriss","f"
"Betsi","f"
"Betti","f"
"Betula","f"
"Bethann","f"
"Beha","f"
"Behesht","f"
"Becheta","f"
"Bjord","f"
"Bjorns","f"
"Bzija","f"
"Bian","f"
"Bibekej","f"
"Bibian","f"
"Bibika","f"
"Bibinur","f"
"Bibiruj","f"
"Bibihan","f"
"Bibkaj","f"
"Bibleida","f"
"Biblija","f"
"Bigam","f"
"Bigimaj","f"
"Bigum","f"
"Biddi","f"
"Bidzhi","f"
"Bidzhoj","f"
"Biela","f"
"Biken","f"
"Bikech","f"
"Bikesh","f"
"Bilge","f"
"Bildirchin","f"
"Bilena","f"
"Bilkis","f"
"Billina","f"
"Billur","f"
"Billura","f"
"Bilora","f"
"Bilha","f"
"Bil'jana","f"
"Biljana","f"
"Bima","f"
"Bimarzhan","f"
"Bina","f"
"Binazir","f"
"Binas","f"
"Binka","f"
"Binke","f"
"Binni","f"
"Binobar","f"
"Bint","f"
"Binta","f"
"Binte","f"
"Binur","f"
"Bionda","f"
"Bira","f"
"Birgita","f"
"Birgitta","f"
"Birsen","f"
"Birti","f"
"Birjuza","f"
"Bitsi","f"
"Bitta","f"
"Bihar","f"
"Bjork","f"
"Blagovesta","f"
"Blagoljuba","f"
"Blagomila","f"
"Blagomira","f"
"Blagorodna","f"
"Blagoslava","f"
"Blagusha","f"
"Blazhena","f"
"Blanda","f"
"Blansh","f"
"Blash","f"
"Blejs","f"
"Blenda","f"
"Bless","f"
"Blis","f"
"Blise","f"
"Bliss","f"
"Blondella","f"
"Blondi","f"
"Blondina","f"
"Blossom","f"
"Blum","f"
"Bljeir","f"
"Bljejkli","f"
"Bljejs","f"
"Blju","f"
"Bljubell","f"
"Bljum","f"
"Bljume","f"
"Boana","f"
"Bobbi","f"
"Bobe","f"
"Bobina","f"
"Bova","f"
"Bogda","f"
"Bogdara","f"
"Bogema","f"
"Bogemija","f"
"Bogi","f"
"Bogigul","f"
"Bogna","f"
"Bogodana","f"
"Bogodara","f"
"Bogolepa","f"
"Bogudara","f"
"Bogumira","f"
"Boguna","f"
"Bodom","f"
"Bodomgul","f"
"Boeslava","f"
"Bozhedana","f"
"Bozhedarka","f"
"Bozhemila","f"
"Bozheslava","f"
"Bozhidara","f"
"Bokuna","f"
"Bola","f"
"Boldri","f"
"Bolenega","f"
"Bolsuna","f"
"Bol'shuha","f"
"Bona","f"
"Bone","f"
"Boni","f"
"Bonita","f"
"Bonnv'e","f"
"Bonni","f"
"Bonu","f"
"Bonfila","f"
"Bonchuk","f"
"Bope","f"
"Borimira","f"
"Borkuna","f"
"Borsa","f"
"Boryk","f"
"Borjana","f"
"Bostan","f"
"Boston","f"
"Bosja","f"
"Bota","f"
"Botakoz","f"
"Botogoz","f"
"Boco","f"
"Brazilija","f"
"Brajana","f"
"Brajanta","f"
"Brajdi","f"
"Brajne","f"
"Brajs","f"
"Branka","f"
"Braslet","f"
"Bratislava","f"
"Bratomila","f"
"Braha","f"
"Breda","f"
"Brek","f"
"Bren","f"
"Brenda","f"
"Brendella","f"
"Brendetta","f"
"Brendi","f"
"Brendia","f"
"Brendolin","f"
"Brenna","f"
"Breslava","f"
"Brehusha","f"
"Briana","f"
"Brianna","f"
"Brigi","f"
"Brigid","f"
"Brid","f"
"Brida","f"
"Bridzhet","f"
"Bridzhit","f"
"Bridi","f"
"Briela","f"
"Briella","f"
"Brizhit","f"
"Brizi","f"
"Bril","f"
"Brilliana","f"
"Brillianina","f"
"Bril'jant","f"
"Brina","f"
"Brinda","f"
"Brinna","f"
"Brioni","f"
"Brionna","f"
"Brisa","f"
"Brisingi","f"
"Brissa","f"
"Brita","f"
"Britani","f"
"Britnej","f"
"Britt","f"
"Britta","f"
"Brittani","f"
"Brija","f"
"Bronvin","f"
"Bronte","f"
"Bronuin","f"
"Bronja","f"
"Bruk","f"
"Bruklin","f"
"Bruna","f"
"Brunela","f"
"Brunella","f"
"Brunhilda","f"
"Brunhil'd","f"
"Brurija","f"
"Brygid","f"
"Brjejsli","f"
"Brjek","f"
"Brjen","f"
"Brjenda","f"
"Brjendella","f"
"Brjendi","f"
"Brjunella","f"
"Brjuneta","f"
"Brjunetta","f"
"Brjachislava","f"
"Bua","f"
"Buba","f"
"Bubina","f"
"Bubu","f"
"Buga","f"
"Budana","f"
"Budjona","f"
"Budur","f"
"Buena","f"
"Bueslava","f"
"Bulava","f"
"Buljak","f"
"Buljaknur","f"
"Bunana","f"
"Bunafsha","f"
"Burastan","f"
"Burgundija","f"
"Burmahan","f"
"Bursu","f"
"Burum","f"
"Buruchla","f"
"Burhan","f"
"Busa","f"
"Busajna","f"
"Busat","f"
"Buse","f"
"Businka","f"
"Buslava","f"
"Bustan","f"
"Buta","f"
"Butora","f"
"Butsi","f"
"Buharina","f"
"Bushra","f"
"Bujena","f"
"Bujana","f"
"Bhargavi","f"
"B#jork","f"
"Bylbyl","f"
"Byslava","f"
"B'erg","f"
"B'jorg","f"
"B'jork","f"
"B'ork","f"
"Bjeverli","f"
"Bjejb","f"
"Bjejli","f"
"Bjejlon","f"
"Bjejn","f"
"Bjeki","f"
"Bjekki","f"
"Bjembi","f"
"Bjerri","f"
"Bjeti","f"
"Bjetti","f"
"Bjul'bjul'","f"
"Vagda","f"
"Vada","f"
"Vaddija","f"
"Vadzhahat","f"
"Vadzhiba","f"
"Vadzhida","f"
"Vadzhiha","f"
"Vadzhihe","f"
"Vadzhhija","f"
"Vadi","f"
"Vadia","f"
"Vadiga","f"
"Vadida","f"
"Vadina","f"
"Vaduda","f"
"Vazhenka","f"
"Vazhiba","f"
"Vazhida","f"
"Vazhiha","f"
"Vazhna","f"
"Vazhuda","f"
"Vazganush","f"
"Vazgenui","f"
"Vazzhija","f"
"Vazia","f"
"Vaziga","f"
"Vazina","f"
"Vazira","f"
"Vaziha","f"
"Vajva","f"
"Vajeta","f"
"Vajetta","f"
"Vajlet","f"
"Vajomija","f"
"Vajshnavi","f"
"Vaka","f"
"Vakija","f"
"Vakila","f"
"Vakifa","f"
"Val","f"
"Vala","f"
"Valarija","f"
"Valdrija","f"
"Valeda","f"
"Valek","f"
"Valentinochka","f"
"Valeria","f"
"Valerochka","f"
"Valerta","f"
"Valetta","f"
"Valechka","f"
"Valjok","f"
"Validzha","f"
"Valizha","f"
"Valiza","f"
"Valija","f"
"Valija","f"
"Valkirija","f"
"Valkija","f"
"Valla","f"
"Vallada","f"
"Valli","f"
"Vallija","f"
"Vallori","f"
"Valonija","f"
"Valora","f"
"Valorija","f"
"Valterperzhenka","f"
"Valtina","f"
"Val'ka","f"
"Val'ju","f"
"Valju","f"
"Valjusha","f"
"Valjushechka","f"
"Valjushka","f"
"Valja","f"
"Vamiga","f"
"Vamika","f"
"Van","f"
"Vana","f"
"Vanaka","f"
"Vanaja","f"
"Vang","f"
"Vangelija","f"
"Vanes","f"
"Vanetta","f"
"Vanesha","f"
"Vanida","f"
"Vanilla","f"
"Vanna","f"
"Vannija","f"
"Vanta","f"
"Vanui","f"
"Vara","f"
"Varakija","f"
"Varva","f"
"Vard","f"
"Varda","f"
"Varderes","f"
"Vardid","f"
"Vardit","f"
"Varditer","f"
"Vardija","f"
"Vardo","f"
"Vardui","f"
"Vari","f"
"Variga","f"
"Varida","f"
"Varisa","f"
"Varka","f"
"Varlena","f"
"Varma","f"
